POST_IDX,TITLE,file,URL
516,2018년도 사회복지법인 감리회 태화복지재단 세입‧세출 예산 개요 공고,http://www.taiwhafound.org/file/download/notice-file/201801031033329J2F.pdf?download=2018년도 태화복지재단 세입_세출 예산 개요.pdf,http://www.taiwhafound.org/notice/516
520,빌딩관리사무소 관리과 계약직 직원 채용 공고,http://www.taiwhafound.org/file/download/notice-file/20180214100257W80A.zip?download=이력서 및 개인정보 수집이용 동의서.zip,http://www.taiwhafound.org/notice/520
521,빌딩관리사무소 관리과 계약직 직원 채용 재공고,http://www.taiwhafound.org/file/download/notice-file/20180228171633RFDG.zip?download=이력서 및 개인정보 수집이용 동의서.zip,http://www.taiwhafound.org/notice/521
522,기획사무국 해외사업과 직원 채용(계약직) 공고,http://www.taiwhafound.org/file/download/notice-file/201803021002178E0Z.zip?download=이력서 및 개인정보 수집이용 동의서.zip,http://www.taiwhafound.org/notice/522
525,사회복지법인 감리회 태화복지재단 공주기독교사회복지관 관장 채용 공고,http://www.taiwhafound.org/file/download/notice-file/2018032316400697HH.zip?download=공주기독교사회복지관장 응모원서 및 별첨자료.zip,http://www.taiwhafound.org/notice/525
527,기획사무국 해외사업과 직원 채용(계약직) 공고(재공고),http://www.taiwhafound.org/file/download/notice-file/20180328144144XFV1.zip?download=이력서 및 개인정보 수집이용 동의서.zip,http://www.taiwhafound.org/notice/527
528,2017년 후원금 수입 및 사용결과 공개,http://www.taiwhafound.org/file/download/notice-file/20180402171149KPTH.pdf?download=1. 공지문.pdf,http://www.taiwhafound.org/notice/528
528,2017년 후원금 수입 및 사용결과 공개,http://www.taiwhafound.org/file/download/notice-file/201804021711493MUI.pdf?download=2. 2017년 후원금 수입 및 사용결과보고서.pdf,http://www.taiwhafound.org/notice/528
529,2017년도 사회복지법인 감리회 태화복지재단 세입·세출 결산 개요 공고,http://www.taiwhafound.org/file/download/notice-file/20180403163429SIGA.pdf?download=2017년도 세입·세출 결산 개요 1부.pdf,http://www.taiwhafound.org/notice/529
531,기획사무국 해외사업과 직원 채용(계약직) 공고(재공고),http://www.taiwhafound.org/file/download/notice-file/201804181656337M4S.zip?download=이력서 및 개인정보 수집이용 동의서.zip,http://www.taiwhafound.org/notice/531
532,사회복지법인 감리회 태화복지재단 공주기독교사회복지관 관장 채용 공고(재공고),http://www.taiwhafound.org/file/download/notice-file/20180426162524D3MQ.zip?download=공주기독교사회복지관장 응모원서 및 별첨자료.zip,http://www.taiwhafound.org/notice/532
534,기획사무국 해외사업과 직원 채용(계약직) 공고,http://www.taiwhafound.org/file/download/notice-file/20180508155852ZWR5.zip?download=이력서 및 개인정보 수집이용 동의서.zip,http://www.taiwhafound.org/notice/534
535,아산나눔재단 대학생 NGO 인턴십 프로그램 『제4기 아산 프론티어 유스』 모집 안내,http://www.taiwhafound.org/file/download/notice-file/20180510130447DISK.pdf?download=[브로셔] 아산 프론티어 유스 4기 프로그램 소개 자료.pdf,http://www.taiwhafound.org/notice/535
536,"'2018 태화복지재단 비전트립' 참가 신청 안내 ","http://www.taiwhafound.org/file/download/notice-file/20180510163228WSLR.hwp?download=1. '2018 태화복지재단 비전트립' 참가 신청서.hwp",http://www.taiwhafound.org/notice/536
536,"'2018 태화복지재단 비전트립' 참가 신청 안내 ","http://www.taiwhafound.org/file/download/notice-file/20180510163230CHOI.hwp?download=2. '2018 태화복지재단 비전트립' 참가 신청 기관장 동의서.hwp",http://www.taiwhafound.org/notice/536
538,기획사무국 해외사업과 직원 채용(계약직) 공고,http://www.taiwhafound.org/file/download/notice-file/20180523175231R8QU.zip?download=이력서 및 개인정보 수집이용 동의서.zip,http://www.taiwhafound.org/notice/538
540,2018년도 사회복지법인 감리회 태화복지재단 어린이집 세입‧세출 예산 개요 공고,http://www.taiwhafound.org/file/download/notice-file/20180620174306HSKF.pdf?download=2018년도 태화복지재단 어린이집 세입세출 예산 개요.pdf,http://www.taiwhafound.org/notice/540
541,2017년도 사회복지법인 감리회 태화복지재단 어린이집 세입·세출 결산 개요 공고,http://www.taiwhafound.org/file/download/notice-file/201806201835396DF1.pdf?download=2017년도 태화복지재단 어린이집 세입세출 결산 개요표.pdf,http://www.taiwhafound.org/notice/541
547,태화복지재단 2019 월드프렌즈 NGO 봉사단(일반) 모집,http://www.taiwhafound.org/file/download/notice-file/20181105093556YSBD.hwp?download=2019 월드프렌즈 NGO봉사단_단원지원서_태화복지재단.hwp,http://www.taiwhafound.org/notice/547
550,2019년도 사회복지법인 감리회 태화복지재단 세입‧세출 예산 개요 공고,http://www.taiwhafound.org/file/download/notice-file/20181226110934K3YS.pdf?download=2019년도 사회복지법인 감리회 태화복지재단 세입·세출 예산 개요.pdf,http://www.taiwhafound.org/notice/550
551,빌딩관리사무소 관리과 직원 채용(계약직) 공고,http://www.taiwhafound.org/file/download/notice-file/201901031745006TJ7.zip?download=이력서 및 개인정보 수집이용 동의서(관리과).zip,http://www.taiwhafound.org/notice/551
552,기획사무국 모금홍보과 과장 채용(계약직) 공고,http://www.taiwhafound.org/file/download/notice-file/20190103174749Z5AF.zip?download=이력서 및 개인정보 수집이용 동의서(모금홍보과).zip,http://www.taiwhafound.org/notice/552
556,빌딩관리사무소 관리과 직원 채용(계약직) 공고,http://www.taiwhafound.org/file/download/notice-file/20190128174048UTQY.zip?download=이력서 및 개인정보 수집이용 동의서(관리과).zip,http://www.taiwhafound.org/notice/556
557,기획사무국 모금홍보과 과장 채용 공고,http://www.taiwhafound.org/file/download/notice-file/20190128174258LVSO.zip?download=이력서 및 개인정보 수집이용 동의서(모금홍보과).zip,http://www.taiwhafound.org/notice/557
558,기획사무국 해외사업과 직원 채용(계약직) 공고,http://www.taiwhafound.org/file/download/notice-file/201901281746326XD6.zip?download=이력서 및 개인정보 수집이용 동의서(해외사업과).zip,http://www.taiwhafound.org/notice/558
563,태화복지재단 관리과 직원 채용 공고,http://www.taiwhafound.org/file/download/notice-file/20190219152939QMAG.zip?download=이력서 및 개인정보 수집이용 동의서(관리과).zip,http://www.taiwhafound.org/notice/563
567,기획사무국 모금홍보과 과장 채용 공고,http://www.taiwhafound.org/file/download/notice-file/20190304154656GLNL.zip?download=이력서 및 개인정보 수집이용 동의서(모금홍보과).zip,http://www.taiwhafound.org/notice/567
568,기획사무국 해외사업과 파견 직원 채용(계약직) 공고,http://www.taiwhafound.org/file/download/notice-file/20190304155120GBQI.zip?download=이력서 및 개인정보 수집이용 동의서(해외사업과).zip,http://www.taiwhafound.org/notice/568
570,2019년도 사회복지법인 감리회 태화복지재단 어린이집 세입‧세출 예산 개요 공고,http://www.taiwhafound.org/file/download/notice-file/201903141456327Z4B.pdf?download=2018년도 어린이집 세입세출 예산 개요.pdf,http://www.taiwhafound.org/notice/570
572,2018년도 사회복지법인 감리회 태화복지재단 세입·세출 결산 개요 공고,http://www.taiwhafound.org/file/download/notice-file/20190322111511243X.pdf?download=2018년도 세입·세출 결산 개요 1부.pdf,http://www.taiwhafound.org/notice/572
573,2018년 후원금 수입 및 사용결과 공개,http://www.taiwhafound.org/file/download/notice-file/20190325103623WJPK.pdf?download=1. 공지문.pdf,http://www.taiwhafound.org/notice/573
573,2018년 후원금 수입 및 사용결과 공개,http://www.taiwhafound.org/file/download/notice-file/20190325103623OR15.pdf?download=2. 2018년 후원금 수입 및 사용결과보고서.pdf,http://www.taiwhafound.org/notice/573
576,기획사무국 총무과 직원 채용 공고,http://www.taiwhafound.org/file/download/notice-file/201905091821107TIT.zip?download=이력서 및 개인정보 수집이용 동의서(총무과).zip,http://www.taiwhafound.org/notice/576
578,기획사무국 총무과 직원 채용 공고,http://www.taiwhafound.org/file/download/notice-file/20190524153924A2FE.zip?download=이력서 및 개인정보 수집이용 동의서(총무과).zip,http://www.taiwhafound.org/notice/578
582,기획사무국 총무과(회계) 직원 채용 공고,http://www.taiwhafound.org/file/download/notice-file/20190620164107OPW6.zip?download=이력서 및 개인정보 수집이용 동의서(총무과).zip,http://www.taiwhafound.org/notice/582
583,기획사무국 인사과 직원 채용 공고,http://www.taiwhafound.org/file/download/notice-file/201906271444410M7K.zip?download=이력서 및 개인정보 수집이용 동의서(인사과).zip,http://www.taiwhafound.org/notice/583
585,사회복지법인 감리회 태화복지재단 부산기독교사회복지관 관장 채용 공고,http://www.taiwhafound.org/file/download/notice-file/20190708135629GUKN.zip?download=부산기독교사회복지관장 응모원서 및 별첨자료.zip,http://www.taiwhafound.org/notice/585
590,사회복지법인 감리회 태화복지재단 부산기독교사회복지관 관장 채용 공고,http://www.taiwhafound.org/file/download/notice-file/201911111901176ZS1.zip?download=부산기독교사회복지관장 응모원서 및 별첨자료.zip,http://www.taiwhafound.org/notice/590
594,빌딩관리사무소 전기과 직원 채용 공고,http://www.taiwhafound.org/file/download/notice-file/20191223112125IELT.zip?download=이력서 및 개인정보 수집이용 동의서(전기과).zip,http://www.taiwhafound.org/notice/594
595,2020년도 사회복지법인 감리회 태화복지재단 세입‧세출 예산 개요 공고,http://www.taiwhafound.org/file/download/notice-file/20191226144721KMAY.xlsx?download=2020년도 태화복지재단 세입·세출 예산 개요.xlsx,http://www.taiwhafound.org/notice/595
597,기획사무국 해외사업과 직원 채용(계약직) 공고,http://www.taiwhafound.org/file/download/notice-file/202001020953253TBW.zip?download=이력서 및 개인정보 수집이용 동의서(해외사업과).zip,http://www.taiwhafound.org/notice/597
598,사회복지법인 감리회 태화복지재단 인천기독교사회복지관 관장 채용 공고,http://www.taiwhafound.org/file/download/notice-file/20200102155600QJLB.zip?download=인천기독교사회복지관장 응모원서 및 별첨자료.zip,http://www.taiwhafound.org/notice/598
600,빌딩관리사무소 전기과 직원 채용 공고,http://www.taiwhafound.org/file/download/notice-file/20200108183913VQFO.zip?download=이력서 및 개인정보 수집이용 동의서(전기과).zip,http://www.taiwhafound.org/notice/600
603,빌딩관리사무소 전기과 직원 채용 공고,http://www.taiwhafound.org/file/download/notice-file/20200205134927K4H1.zip?download=이력서 및 개인정보 수집 이용 동의서(전기과).zip,http://www.taiwhafound.org/notice/603
604,기획사무국 해외사업과 직원 채용(계약직) 공고,http://www.taiwhafound.org/file/download/notice-file/2020020713195302T5.zip?download=이력서 및 개인정보 수집이용 동의서(해외사업과).zip,http://www.taiwhafound.org/notice/604
606,기획사무국 해외사업과 직원 채용(계약직) 공고,http://www.taiwhafound.org/file/download/notice-file/20200226130306HWUL.zip?download=이력서 및 개인정보 수집이용 동의서(해외사업과).zip,http://www.taiwhafound.org/notice/606
608,빌딩관리사무소 전기과 직원 채용 공고,http://www.taiwhafound.org/file/download/notice-file/20200227155107HOK8.zip?download=이력서 및 개인정보 수집 이용 동의서(전기과).zip,http://www.taiwhafound.org/notice/608
611,기획사무국 해외사업과 직원 채용(계약직) 공고,http://www.taiwhafound.org/file/download/notice-file/20200310181847POYB.zip?download=이력서 및 개인정보 수집이용 동의서(해외사업과).zip,http://www.taiwhafound.org/notice/611
614,기획사무국 해외사업과 직원 채용(계약직) 공고,http://www.taiwhafound.org/file/download/notice-file/20200330093859I0KD.zip?download=이력서 및 개인정보 수집이용 동의서(해외사업과).zip,http://www.taiwhafound.org/notice/614
615,2019년 연간 기부금 모금액 및 활용 실적 공개,http://www.taiwhafound.org/file/download/notice-file/20200401131713XCID.pdf?download=연간 기부금 모금액 및 활용실적 명세서(홈택스).pdf,http://www.taiwhafound.org/notice/615
616,2019년 후원금 수입 및 사용결과 공개,http://www.taiwhafound.org/file/download/notice-file/202003301850156S78.pdf?download=2019년 후원금 수입 및 사용결과보고 - 공지 게시용.pdf,http://www.taiwhafound.org/notice/616
616,2019년 후원금 수입 및 사용결과 공개,http://www.taiwhafound.org/file/download/notice-file/202005181314495CU6.pdf?download=2019년 후원금수입 및 사용결과보고서.pdf,http://www.taiwhafound.org/notice/616
618,2019년도 사회복지법인 감리회 태화복지재단 세입·세출 결산 개요 공고,http://www.taiwhafound.org/file/download/notice-file/20200401132531Q5BP.pdf?download=2019년도 세입·세출 결산 개요-홈페이지 게시용.pdf,http://www.taiwhafound.org/notice/618
619,기획사무국 총무과 직원 채용 공고,http://www.taiwhafound.org/file/download/notice-file/202004101035114E5N.zip?download=이력서 및 개인정보 수집이용 동의서(총무과).zip,http://www.taiwhafound.org/notice/619
620,2019년 공익법인등의 결산서류등의 공시,http://www.taiwhafound.org/file/download/notice-file/202004171328218TMK.pdf?download=2020년도(2019년 귀속) 공익법인 결산서류 등의 공시 서류.pdf,http://www.taiwhafound.org/notice/620
624,2020년도 사회복지법인 감리회 태화복지재단 어린이집 세입‧세출 예산 개요 공고,http://www.taiwhafound.org/file/download/notice-file/202006091525438BIQ.pdf?download=2020년도 어린이집 세입세출 예산 개요(홈페이지 공지용).xlsx.pdf,http://www.taiwhafound.org/notice/624
625,기획사무국 총무과 직원 채용 공고,http://www.taiwhafound.org/file/download/notice-file/20200518182429EL3Q.zip?download=이력서 및 개인정보 수집이용 동의서(총무과).zip,http://www.taiwhafound.org/notice/625
626,2019년도 사회복지법인 감리회 태화복지재단 어린이집 세입·세출 결산 개요 공고,http://www.taiwhafound.org/file/download/notice-file/20200522153442RCEY.pdf?download=2019년 어린이집 세입·세출 결산 개요-홈페이지 게시용.pdf,http://www.taiwhafound.org/notice/626
627,2020년 태화복지재단 제3차 이사회 회의록 공개,http://www.taiwhafound.org/file/download/notice-file/20200528155925CD4N.pdf?download=2020년 제3차 이사회 회의록(공지게시용).pdf,http://www.taiwhafound.org/notice/627
629,기획사무국 총무과 직원 채용 공고,http://www.taiwhafound.org/file/download/notice-file/20200617105215GKJW.zip?download=이력서·자기소개서·개인정보 수집이용 동의서(총무과).zip,http://www.taiwhafound.org/notice/629
